Artikelnummer;Bestandseinheit;Produktkennung-Typ;Produktkennung-Wert;Produktkennung-Wert 2;Verfügbare Stückzahl;Käufe;Gebote;Preis;Start Date;Angebotsende;Zustand;Typ;Artikelbezeichnung;Name der Unterkategorie;Kategorienummer;Private Notizen;Website auf der ursprünglich eingestellt wurde;Download-Datum;Variantendetails;Produktreferenznummer;Zustands-ID;OutOfStockControl
122375693921;;;;;3;0;;"EUR 3,50";28.02.17;;Neu;9;"Fairy Tale Mysteries 2: The Beanstalk PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319003640;;;;;0;0;;"EUR 1,90";28.02.17;;Neu;9;"IHF Handball Challenge 12 PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122375702265;;;;;3;2;;"EUR 1,50";28.02.17;;Neu;9;"Lost Civilization PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319015371;;;;;3;0;;"EUR 7,39";28.02.17;;Neu;9;"Professional Lumberjack 2015 PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319015915;;;;;3;0;;"EUR 1,90";28.02.17;;Neu;9;"Stardust Vanguards PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319016245;;;;;3;1;;"EUR 1,50";28.02.17;;Neu;9;"The Egyptian Prophecy: The Fate of Ramses PC Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319020444;;;;;3;0;;"EUR 1,50";28.02.17;;Neu;9;"Curse: The Eye of Isis PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319022853;;;;;3;0;;"EUR 4,50";28.02.17;;Neu;9;"Evil Pumpkin: The Lost Halloween PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319025385;;;;;3;0;;"EUR 1,50";28.02.17;;Neu;9;"Fall of the New Age Premium Edition PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122375717911;;;;;3;0;;"EUR 3,59";28.02.17;;Neu;9;"Isomer PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122375719193;;;;;3;1;;"EUR 1,90";28.02.17;;Neu;9;"Mighty Dungeons PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112319043345;;;;;3;0;;"EUR 1,50";28.02.17;;Neu;9;"Squarelands PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122375737842;;;;;3;1;;"EUR 1,57";28.02.17;;Neu;9;"The Tomorrow War PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122375741013;;;;;3;0;;"EUR 1,50";28.02.17;;Neu;9;"Gold Rush! Classic PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122470704991;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Mahjongg Investigations: Under Suspicion PC Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112017005683;;;;;0;22;;"EUR 9,84";04.06.16;;Neu;9;"Counter-Strike 1 Anthology (CS1,6+CS.ZERO+usw.) PC Steam Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122005747655;;;;;3;0;;"EUR 3,40";04.06.16;;Neu;9;"A Story About My Uncle PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471515819;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Math Rescue PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390141220;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Mysterious Space PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471517082;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Networm PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471517414;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Pirates vs Corsairs: Davy Jones's Gold PC Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471518872;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Playing History: Vikings PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390145913;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Rail Cargo Simulator PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471525369;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Remnants of a Beautiful Day PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390151846;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Road to Ballhalla PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390153971;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Rogue Harvest PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390154248;;;;;3;0;;"EUR 3,50";30.04.17;;Neu;9;"Runeyana PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390154811;;;;;3;0;;"EUR 5,50";30.04.17;;Neu;9;"SHOFER Race Driver PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471536283;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Showing Tonight: Mindhunters Incident PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471536989;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"So Many Cubes PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390159935;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Story Of the Survivor PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390161765;;;;;3;0;;"EUR 1,80";30.04.17;;Neu;9;"The Gleam: VR Escape the Room PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122471541946;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Tompi Jones PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112390163865;;;;;3;0;;"EUR 1,50";30.04.17;;Neu;9;"Space Journey PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320365660;;;;;3;0;;"EUR 1,90";01.03.17;;Neu;9;"Ilamentia PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377543870;;;;;3;0;;"EUR 1,90";01.03.17;;Neu;9;"Pitiri 1977 PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320386397;;;;;3;0;;"EUR 1,90";01.03.17;;Neu;9;"The Tribe PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377544825;;;;;3;0;;"EUR 2,39";01.03.17;;Neu;9;"Vitrum PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377545377;;;;;3;0;;"EUR 2,90";01.03.17;;Neu;9;"We Are Legion PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377546380;;;;;3;0;;"EUR 4,60";01.03.17;;Neu;9;"BiT Evolution PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320391007;;;;;3;1;;"EUR 3,75";01.03.17;;Neu;9;"Goosebumps: The Game PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320398897;;;;;0;0;;"EUR 1,50";01.03.17;;Neu;9;"Incoming Forces PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320405639;;;;;3;0;;"EUR 2,20";01.03.17;;Neu;9;"Magicka: The Stars Are Left AddOn/DLC PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377568397;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Princess Isabella PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320412111;;;;;3;0;;"EUR 1,90";01.03.17;;Neu;9;"Stargazer PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320413349;;;;;3;1;;"EUR 1,50";01.03.17;;Neu;9;"The Dwarf Run PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377576153;;;;;3;0;;"EUR 2,20";01.03.17;;Neu;9;"The Great Jitters: Pudding Panic PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377583414;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"There Was A Caveman PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320432422;;;;;3;0;;"EUR 2,87";01.03.17;;Neu;9;"Bowl Bound College Football PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377599143;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Last Horizon PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377603323;;;;;3;0;;"EUR 1,90";01.03.17;;Neu;9;"Magnifico PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377604143;;;;;3;0;;"EUR 4,50";01.03.17;;Neu;9;"Monster Jam Battlegrounds PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377607344;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Pixel Puzzles 2: Birds PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320440217;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"BANZAI PECAN: The Last Hope For the Young Century PC Steam Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377608487;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Crime Secrets: Crimson Lily PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377608922;;;;;3;0;;"EUR 4,70";01.03.17;;Neu;9;"Culpa Innata PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320441496;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Desert Ashes PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320443289;;;;;3;4;;"EUR 1,90";01.03.17;;Neu;9;"Heroes of Hellas 3: Athens PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377614914;;;;;3;1;;"EUR 1,50";01.03.17;;Neu;9;"Millionaire Manor PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320445527;;;;;3;0;;"EUR 1,55";01.03.17;;Neu;9;"Porcunipine PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320446757;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Stones of Sorrow PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377618615;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"The Tower Of Elements PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320450278;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"Train Town PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320451079;;;;;3;1;;"EUR 1,90";01.03.17;;Neu;9;"Adventure Chronicles: The Search For Lost Treasure PC Steam Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377658035;;;;;3;0;;"EUR 6,00";01.03.17;;Neu;9;"Armada 2526 Gold Edition PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112320452538;;;;;3;0;;"EUR 1,50";01.03.17;;Neu;9;"BlastZone 2 PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377667627;;;;;3;0;;"EUR 1,97";01.03.17;;Neu;9;"Gridberd PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122377677125;;;;;3;0;;"EUR 6,50";01.03.17;;Neu;9;"How to Take Off Your Mask PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321002646;;;;;0;1;;"EUR 7,90";02.03.17;;Neu;9;"King's Quest™ Collection PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378183437;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Envy the Dead PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378184125;;;;;3;2;;"EUR 1,90";02.03.17;;Neu;9;"Hidden Object Bundle 5 in 1 PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321003628;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"I Am Vegend - Zombiegeddon PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378184534;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"In Exilium PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321004207;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Invasion PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321004630;;;;;3;0;;"EUR 1,90";02.03.17;;Neu;9;"Optika PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321005448;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Between Me and The Night PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321005619;;;;;3;0;;"EUR 2,30";02.03.17;;Neu;9;"Blacksea Odyssey PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321005966;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"BlackShadows PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378187451;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Blue Rose PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321006298;;;;;3;2;;"EUR 1,50";02.03.17;;Neu;9;"Dark Quest PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321006643;;;;;3;1;;"EUR 1,90";02.03.17;;Neu;9;"Defunct PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321007232;;;;;3;0;;"EUR 2,41";02.03.17;;Neu;9;"Nova-111 PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321007453;;;;;3;0;;"EUR 1,86";02.03.17;;Neu;9;"Planet Alcatraz 2 PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321008820;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Vampire of the Sands PC spiel Steam Download Digital Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321008915;;;;;3;1;;"EUR 1,99";02.03.17;;Neu;9;"Rack N Ruin PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378197885;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Psichodelya PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378198623;;;;;3;0;;"EUR 3,50";02.03.17;;Neu;9;"SUPERFIGHT PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378198962;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Evertown PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378199368;;;;;3;0;;"EUR 2,50";02.03.17;;Neu;9;"Truffle Saga PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321010566;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Hydraulic Empire PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122378200958;;;;;3;0;;"EUR 1,90";02.03.17;;Neu;9;"ChargeShot PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321014027;;;;;3;1;;"EUR 1,90";02.03.17;;Neu;9;"Warfare PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112355253269;;;;;3;0;;"EUR 35,40";01.04.17;;Neu;9;"Far Cry® 4 PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321615151;;;;;3;0;;"EUR 1,90";02.03.17;;Neu;9;"Jamsouls PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321615748;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"The Secret Order 2: Masked Intent PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321618147;;;;;3;0;;"EUR 1,78";02.03.17;;Neu;9;"Eternity's Child PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321622144;;;;;3;0;;"EUR 2,11";02.03.17;;Neu;9;"Killing Floor - Community Weapon Pack 2 AddOn/DLC PC Steam Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379193536;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Little Farm PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379199015;;;;;3;0;;"EUR 2,50";02.03.17;;Neu;9;"MiniDrivers PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321639969;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Mythic Wonders: The Philosopher's Stone PC Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379200497;;;;;3;1;;"EUR 2,40";02.03.17;;Neu;9;"PONCHO PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122164239666;;;;;3;0;;"EUR 1,70";03.10.16;;Neu;9;"AR-K PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift Game";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122164239870;;;;;3;0;;"EUR 3,50";03.10.16;;Neu;9;"Analogue: A Hate Story and Soundtrack PC spiel Steam Download Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321643565;;;;;3;0;;"EUR 2,70";02.03.17;;Neu;9;"Redline PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122164240029;;;;;3;2;;"EUR 2,20";03.10.16;;Neu;9;"American Conquest PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112156735515;;;;;3;0;;"EUR 1,50";03.10.16;;Neu;9;"Alien Shooter 2: Reloaded PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122164240371;;;;;3;0;;"EUR 1,50";03.10.16;;Neu;9;"Alien Shooter PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift Game";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112156735747;;;;;3;0;;"EUR 2,00";03.10.16;;Neu;9;"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome PC Steam Link DE/EU/USA Key";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122164240598;;;;;3;2;;"EUR 1,50";03.10.16;;Neu;9;"9th Company: Roots Of Terror PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379202416;;;;;3;0;;"EUR 1,50";02.03.17;;Neu;9;"Cyto PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321646153;;;;;3;1;;"EUR 1,60";02.03.17;;Neu;9;"Galactic Inheritors PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321647194;;;;;3;1;;"EUR 1,50";02.03.17;;Neu;9;"Koala Kids PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
112321648279;;;;;3;0;;"EUR 2,87";02.03.17;;Neu;9;"Laserlife PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379207782;;;;;3;0;;"EUR 1,78";02.03.17;;Neu;9;"Olympia Rising PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379210809;;;;;3;0;;"EUR 1,90";02.03.17;;Neu;9;"Space Station Alpha PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379212677;;;;;0;0;;"EUR 1,90";02.03.17;;Neu;9;"The Story Goes On PC spiel Steam Download Digital Link DE/EU/USA Key Code Gift";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
122379213190;;;;;0;2;;"EUR 4,50";02.03.17;;Neu;9;"Tropico 5 - Waterborne AddOn/DLC PC spiel Steam Download Link DE/EU/USA Key Code";"PC- & Videospiele";139973;;77;"22.05.17 10:40:07 MESZ";;;1000;false
