141855;141856;145;811;zero
141855;117681;14;811;zero
141855;V165313;10;811;zero
141855;150770;8;811;zero
141855;162885;7;811;zero
141855;166239;6;811;zero
141855;154305;6;811;zero
141855;113161;6;811;zero
141855;114421;6;811;zero
141855;116999;5;811;zero
141855;108865;5;811;zero
141855;120937;5;811;zero
141855;148249;5;811;zero
141855;143089;5;811;zero
141855;117589;5;811;zero
141855;100030;5;811;zero
141855;162895;4;811;zero
141855;162897;4;811;zero
141855;113738;4;811;zero
141855;154290;4;811;zero
141855;108910;4;811;zero
141855;165323;4;811;zero
141855;119889;4;811;zero
141855;116666;4;811;zero
141855;158213;4;811;zero
141855;158962;4;811;zero
141855;162890;4;811;zero
141855;132043;4;811;zero
141855;133488;4;811;zero
141855;162892;4;811;zero
141855;111498;4;811;zero
141855;122428;4;811;zero
141855;106391;4;811;zero
141856;141855;145;811;zero
141856;117681;14;811;zero
141856;V165313;10;811;zero
141856;150770;8;811;zero
141856;162885;7;811;zero
141856;166239;6;811;zero
141856;154305;6;811;zero
141856;113161;6;811;zero
141856;114421;6;811;zero
141856;116999;5;811;zero
141856;108865;5;811;zero
141856;120937;5;811;zero
141856;148249;5;811;zero
141856;143089;5;811;zero
141856;117589;5;811;zero
141856;100030;5;811;zero
141856;162895;4;811;zero
141856;162897;4;811;zero
141856;113738;4;811;zero
141856;154290;4;811;zero
141856;108910;4;811;zero
141856;165323;4;811;zero
141856;119889;4;811;zero
141856;116666;4;811;zero
141856;158213;4;811;zero
141856;158962;4;811;zero
141856;162890;4;811;zero
141856;132043;4;811;zero
141856;133488;4;811;zero
141856;162892;4;811;zero
141856;111498;4;811;zero
141856;122428;4;811;zero
141856;106391;4;811;zero
162883;162884;34;289;zero
162883;162885;12;289;zero
162883;162895;9;289;zero
162883;162892;8;289;zero
162883;162897;7;289;zero
162883;162890;6;289;zero
162883;162894;5;289;zero
162883;162886;5;289;zero
162883;162889;5;289;zero
162883;162887;4;289;zero
162883;117589;4;289;zero
162883;162888;4;289;zero
162884;162883;34;653;zero
162884;162885;32;653;zero
162884;162895;16;653;zero
162884;162892;14;653;zero
162884;162897;12;653;zero
162884;162886;11;653;zero
162884;162890;11;653;zero
162884;162888;10;653;zero
162884;162894;10;653;zero
162884;162889;8;653;zero
162884;126775;8;653;zero
162884;162891;7;653;zero
162884;163959;5;653;zero
162884;162887;5;653;zero
162884;119889;4;653;zero
162884;V142101;4;653;zero
162884;108865;4;653;zero
162884;V159536;4;653;zero
162884;162898;4;653;zero
162884;103731;4;653;zero
162884;V160782;4;653;zero
162884;112921;4;653;zero
162885;162884;32;465;zero
162885;162886;19;465;zero
162885;162883;12;465;zero
162885;162897;12;465;zero
162885;162895;11;465;zero
162885;162890;11;465;zero
162885;162892;11;465;zero
162885;162889;10;465;zero
162885;162894;9;465;zero
162885;162888;9;465;zero
162885;162891;8;465;zero
162885;141856;7;465;zero
162885;141855;7;465;zero
162885;163838;6;465;zero
162885;V160782;6;465;zero
162885;115202;5;465;zero
162885;110567;5;465;zero
162885;131283;5;465;zero
162885;V159036;5;465;zero
162885;V163136;5;465;zero
162885;162887;4;465;zero
162885;V142101;4;465;zero
162897;162895;31;358;zero
162897;162894;16;358;zero
162897;162892;14;358;zero
162897;162898;13;358;zero
162897;162891;13;358;zero
162897;162890;13;358;zero
162897;162884;12;358;zero
162897;162885;12;358;zero
162897;162889;11;358;zero
162897;162888;8;358;zero
162897;162883;7;358;zero
162897;141855;4;358;zero
162897;154305;4;358;zero
162897;162886;4;358;zero
162897;162887;4;358;zero
162897;141856;4;358;zero
162895;162897;31;424;zero
162895;162892;26;424;zero
162895;162894;17;424;zero
162895;162884;16;424;zero
162895;162890;15;424;zero
162895;162891;14;424;zero
162895;162889;12;424;zero
162895;162885;11;424;zero
162895;162888;9;424;zero
162895;162883;9;424;zero
162895;162898;7;424;zero
162895;162887;5;424;zero
162895;162886;4;424;zero
162895;141856;4;424;zero
162895;141855;4;424;zero
133488;114421;28;481;one
133488;113738;7;481;zero
133488;115705;7;481;zero
133488;113735;6;481;zero
133488;115731;6;481;zero
133488;141856;4;481;zero
133488;141855;4;481;zero
133488;112062;4;481;zero
133488;112011;4;481;zero
133488;155691;4;481;one
114421;133488;28;753;one
114421;113738;11;753;zero
114421;117681;8;753;zero
114421;115705;7;753;zero
114421;113735;7;753;zero
114421;118287;6;753;zero
114421;141856;6;753;zero
114421;141855;6;753;zero
114421;115731;5;753;zero
114421;136852;4;753;zero
114421;110528;4;753;zero
114421;110529;4;753;zero
114421;129054;4;753;zero
114421;163281;4;753;zero
114421;112011;4;753;zero
114421;150498;4;753;zero
114421;129053;4;753;zero
114421;136219;4;753;one
114421;100030;4;753;zero
114421;159904;4;753;zero
114421;154305;4;753;zero
162892;162895;26;357;zero
162892;162890;22;357;zero
162892;162891;18;357;zero
162892;162894;17;357;zero
162892;162884;14;357;zero
162892;162897;14;357;zero
162892;162889;13;357;zero
162892;162885;11;357;zero
162892;162883;8;357;zero
162892;162888;8;357;zero
162892;162886;8;357;zero
162892;162898;5;357;zero
162892;141855;4;357;zero
162892;141856;4;357;zero
129054;129053;25;426;zero
129054;129055;18;426;zero
129054;129056;8;426;zero
