3194,3451
2840,2262
2983,3495
2841,2252
3592,8510
3593,8515
3272,7768
2871,6674
3273,7773
2872,6694
2842,2257
2873,6669
2874,6804
4089,3799
2859,2267
3274,7778
4090,7778
3420,6476
3150,6075
3195,3456
3043,2341
2861,2277
2862,2282
3975,3413
3196,3461
3597,8520
3158,101
4067,1654
4062,1789
3929,2488
3263,8525
3602,8530
3905,3810
3904,3804
2875,6819
4092,6969
4007,6080
3906,3815
3175,6085
4093,2331
2876,6814
3276,7788
3123,655
2864,2326
2879,6759
4081,1326
4094,660
4015,3821
2865,2316
2866,2311
3730,1506
3584,7119
2877,6784
3962,8540
3167,8535
3895,1599
2878,6764
3611,8545
3110,573
3908,3826
3909,3831
3277,7793
2860,2272
3367,6101
4313,1604
3278,7798
2880,6774
3961,8550
2867,2336
3279,7803
4096,6754
3910,3836
3614,8555
2881,6654
2897,6799
3605,2546
2868,2306
3368,6106
4054,2536
3613,2536
3912,5940
3911,5935
3280,7808
3365,906
2869,2301
3585,7084
3199,5900
4010,5895
3821,2214
3635,2612
3408,6305
4006,6116
2984,3500
3369,6111
4101,6714
4103,111
4104,116
3160,121
4102,8560
3161,126
3799,1517
4105,1512
3189,2957
3960,8565
3616,8570
4005,6121
4051,2606
3577,6989
3617,8575
4107,6724
4314,6126
3578,2296
3281,7813
3618,8580
4058,2385
3626,8625
2885,6719
3200,5885
2889,2390
3619,8585
2886,6744
3282,7818
3620,8590
2890,2395
3163,138
3162,131
3164,143
4108,8595
3476,2498
3984,6949
3621,8600
3896,1609
2891,2380
3402,1522
3283,7823
3284,7828
2887,6749
3622,8605
3285,7833
3623,8610
3286,7838
3914,153
4110,5880
3201,5875
3287,7843
3700,2199
3296,163
2888,6684
3291,158
2898,6769
3710,2204
2892,2400
3370,6131
3624,8615
3959,8620
2899,6779
2958,1794
3627,8630
3579,6964
3628,8635
3920,1049
3629,8640
4111,8645
3957,8650
3288,7848
4315,2373
4068,1622
3956,8655
4112,6794
3202,5870
4113,8660
3255,6789
3248,7157
3303,168
4114,951
3633,8665
3268,2363
3955,8670
3634,8675
3636,8680
3993,6649
2900,6659
2893,2358
3011,3739
3203,5865
3171,1466
2901,6664
3472,1154
3466,921
3113,608
3204,5860
3205,5905
3639,8685
2894,2353
4115,70
3931,10242
4116,7094
4117,8690
4118,8695
4119,6729
4120,1760
4121,1799
3921,1043
3371,6136
2895,2405
3372,6141
2896,2348
3373,6146
3640,8700
2933,1765
2951,1775
4123,911
2902,6704
4124,8705
4072,1501
4125,2368
3269,6739
3991,6739
3206,5910
3289,7853
4311,2417
3264,8710
3642,8715
3290,7858
3643,8720
3954,8720
3595,2551
2985,3505
2904,6824
4057,2428
3148,2434
3207,5915
3833,397
2991,916
2903,6734
3155,86
3156,91
4127,6679
3292,7863
3293,7868
3644,8725
4128,8730
3149,2439
3888,1064
3645,8735
3646,8740
3294,7873
3295,7878
3647,8745
3208,5920
4316,5925
3209,5930
4129,603
3214,5825
3385,2457
3304,173
4130,1383
3306,182
4078,1389
4312,6959
3648,8750
3649,8755
3650,8760
3651,8765
4131,1634
3386,2452
3652,8770
2954,1804
3653,8775
3374,6151
4135,5820
3375,6156
3376,6161
4136,8780
3382,6201
4137,187
3463,1813
3389,2447
3927,469
3580,6944
3654,8785
3952,8790
3262,7104
3297,7883
3298,7888
3581,7109
3992,6699
3359,901
4139,21
4140,194
3299,7893
2851,2730
2850,2735
3655,8795
3656,8800
2905,6689
3300,7898
3974,7903
3366,665
3302,7908
4141,7913
3582,7089
3305,7918
2906,6599
4317,6166
3471,956
3481,981
3415,2483
3377,6171
3657,8805
4034,2790
3658,8810
4144,201
3973,7923
3897,1639
3434,2513
2907,6609
3659,8815
3660,8820
3661,8825
4035,2785
3378,6176
3586,7039
3215,5830
4146,5835
4147,6614
2992,2780
2993,2775
2994,2770
2908,6574
2909,6569
3438,2508
3379,6181
2854,2710
3315,7928
3995,6579
3789,1537
4052,2601
3689,3142
3216,5840
3662,8830
3217,5850
3380,6186
3606,2571
4080,1368
3663,8835
2988,3618
4036,2760
2910,6589
3898,1644
4150,8840
3308,206
4088,206
4151,8845
3978,7049
3665,8850
2911,6584
2995,2755
2912,6554
3666,8855
3383,2467
3972,7933
3317,7938
4152,211
4019,861
4018,3526
3218,5845
4011,5855
3587,7024
3409,6310
3318,7943
4153,683
2913,6559
3996,6564
4053,2566
3310,1173
4073,1496
3667,8860
3312,225
3319,7948
4154,2750
3260,2750
4155,6191
3381,6191
2996,2745
3668,8865
3138,2799
4156,6211
3994,6629
2914,6624
3221,5775
3083,216
3390,6206
3924,6634
3320,7953
4158,81
4159,218
2915,6644
2916,6639
2917,6619
2918,6594
3392,6216
3016,3722
3307,897
4013,5780
3126,1178
3980,7029
3321,7958
3322,7963
3324,7968
3141,2849
3669,8870
3265,8875
3325,7973
3222,5785
3025,3717
3168,8880
3670,8885
3981,7019
3951,8890
4087,1184
3638,2596
3326,7978
4012,5790
3157,96
3154,76
2920,7198
3139,2839
4164,650
3671,8895
3327,7983
4166,2631
3672,8900
3673,8905
3223,5795
3674,8910
3716,8915
3899,1649
3323,230
3224,5800
4167,739
3254,7188
3426,1293
3344,234
3717,8920
3143,2864
4168,8925
4033,2869
3328,7988
3718,8930
3329,7993
2852,2725
4074,1471
4165,1471
3675,2591
3140,2844
3720,8935
2921,7183
3722,8940
2922,7243
3144,2874
3330,7998
2923,7193
3926,2493
3410,6315
4169,239
3225,5805
3723,8945
3724,8950
2924,7248
3170,2962
3725,8955
3352,241
2926,7238
3331,8003
2927,7203
4003,6221
3950,8960
3187,2977
3332,8008
3333,8013
3727,8970
3334,8018
3226,5810
3335,8023
3174,8028
4170,3608
3728,8975
3676,2586
4171,871
3729,8980
3732,8985
3738,8990
3411,6320
3125,5961
4173,7034
3119,628
3227,5815
3739,8995
3949,9000
3337,8033
3740,9005
4174,243
3186,2982
2929,7228
3084,2987
3792,1542
3166,6226
3185,2992
3394,6231
3412,6325
3184,2952
3183,2997
3414,275
4175,5730
3353,245
3182,3002
2930,7233
3395,6236
2931,7268
3741,9010
3114,588
3742,3022
2932,7273
2937,7263
2938,7253
4176,7258
4082,1310
4177,5735
3228,5740
4178,247
4179,5750
4180,5745
3229,5755
3028,3712
4016,3603
3354,249
3231,5765
3230,5760
2959,3773
4017,3596
3761,9025
3444,2503
3355,251
4181,2581
3747,3214
3746,3219
3889,2626
3762,9030
3338,8038
3396,6246
3589,7069
3590,7134
3948,9035
3763,9040
2939,7218
2940,7213
3764,9045
3765,9050
3339,8043
3181,3007
3340,8048
3341,8053
3188,2972
3397,6250
3232,5770
3947,9055
2989,3591
3398,6255
3399,6260
2941,7208
3180,3012
3342,8058
4184,1378
4185,9060
3343,8063
3345,8068
3719,1486
3179,3017
3346,8073
2997,3531
3708,2636
3133,718
4187,2641
3709,2647
3701,2697
4037,2697
3400,6265
3556,1363
3347,8078
3122,3363
3483,1343
4188,1338
3348,8083
3768,9065
2942,7223
3349,8088
4189,2224
3769,9070
2943,7393
3401,6270
2999,3536
4191,7099
2944,7178
3770,9075
2945,7398
3152,42
3403,6275
