3982,7004
3594,6999
3356,254
3488,8093
3946,9080
2946,7173
2947,7433
2948,7438
3000,3541
3771,9085
3596,7009
2998,568
3598,7014
3404,6280
3599,6994
3688,3137
4029,3137
3772,9090
2952,7428
3773,9095
3233,5660
3357,256
4002,6290
3600,6974
3351,3351
3969,8098
3774,9100
3918,1059
3489,8103
3775,9105
3358,261
3360,1193
4195,6979
3234,5665
2953,7388
4030,3132
3235,5670
3945,9110
4196,9115
2955,7378
3236,5675
4197,6984
4028,3147
2956,7383
2960,7358
2961,7353
3690,3117
3776,9120
3686,3127
3136,734
3753,3178
4070,1547
3490,8108
3313,3072
3177,5680
3115,593
4198,1032
2883,1027
3968,8113
2962,7293
3702,2687
2963,7363
4199,1659
3492,8118
4031,3107
3711,1435
3111,613
3977,7054
4201,1664
3795,1552
3944,9125
3494,8123
3176,9130
2964,7373
3778,9135
3779,9140
3031,3707
4202,3122
2965,7298
4038,2677
3495,8128
3780,9145
3976,3102
2966,7288
3112,618
2967,7278
3781,9150
3782,9155
3496,8133
3783,9160
3219,1669
3361,263
3497,8138
3784,9165
3943,9170
4204,6295
3604,7079
4039,2672
3498,8143
3044,3702
3756,856
3932,265
4205,7059
4206,8148
4207,708
3501,8153
3237,5685
4208,5690
3238,5695
4209,7368
3502,8158
3703,2667
2968,7333
3715,1481
3745,3224
2976,7403
3045,3696
4075,1461
3713,1461
3046,3691
3121,643
3922,3027
4061,1818
2969,7328
4210,8168
3979,7044
4211,7283
4069,1557
3754,3173
3047,7162
3785,9175
3048,3686
3786,9180
2882,1038
3220,1674
3505,8173
3749,3204
4212,2541
4076,1451
4213,3209
2970,7338
3362,267
3407,6300
3942,9185
3714,1476
3239,5700
3419,6481
3001,3546
3790,9195
2972,7318
3608,7124
4214,7323
3791,9200
4215,688
3213,10180
3822,2219
3418,6471
2973,7313
2974,7343
3002,3551
3793,9205
3794,9210
3049,3681
2975,7408
3704,2662
3241,5710
3797,9215
3705,2692
2977,7413
3752,3183
3242,5715
4086,638
4027,3188
4318,1198
3798,9220
3941,9225
3940,9230
3939,9235
3800,9240
4216,9245
3801,9245
3507,8183
3484,1348
3751,3234
3508,8188
2978,7423
3243,5720
3802,9250
3803,9255
3804,9260
4217,7129
4000,6466
3743,3229
3805,9265
3750,3199
3509,8193
4218,9270
3760,3158
3807,9275
3706,2657
3707,2652
3511,8198
3485,1203
3384,2462
3512,8203
3050,3676
3513,8208
3808,9280
2979,7303
3809,9285
3244,5725
3810,9290
4219,9295
3259,7418
3364,1142
3246,273
3363,271
3759,3153
3249,504
3247,3671
4220,9300
4221,9305
3515,8213
3758,3163
2980,7308
3416,1209
4222,277
3516,8218
4223,542
2838,5610
3456,302
3457,307
3458,312
3440,287
3251,548
3455,297
4021,3358
4225,553
4224,1315
3003,3556
2839,5615
3609,7139
3610,7114
4226,9310
3937,9315
3422,6446
3813,9320
3117,623
3983,6954
2990,558
4227,9325
3815,9330
4228,9335
3523,8223
3012,7458
3936,9340
4084,1214
4085,322
3493,327
3423,6441
4055,2523
4229,2523
3013,7518
2957,3515
3014,7596
4024,3264
3015,7601
4230,7523
3482,1219
4231,14
3817,9345
3524,8228
3004,3561
3818,9350
4056,2518
3017,7513
4233,344
3010,3259
3039,3314
2843,5625
3525,8233
3526,8238
3510,349
3935,9355
3819,9360
4234,1224
3424,6456
3514,359
3127,693
3018,7611
3425,6451
3019,7503
3020,7568
3038,3309
3820,9365
4235,8413
3467,931
3967,8243
4236,369
4237,374
3253,7508
3827,9370
3528,8248
3518,382
3021,7563
3258,7563
3893,3778
3128,698
3519,387
3116,598
3051,3665
4022,3329
3828,9375
4238,9380
3529,8253
3022,7528
3521,392
3037,3304
3830,9385
3036,3299
4239,9390
3052,3660
4240,3353
3744,1684
4023,3294
3487,56
3831,9395
3023,7558
3427,6521
3530,8258
3428,6516
3998,6531
4241,7463
4242,9400
4243,3783
3892,3485
3832,9405
3677,6894
3989,6879
3024,7573
3834,9410
3934,9415
3678,6884
3430,6526
4244,1239
3026,7453
3531,8263
3027,7443
3679,6899
3835,9420
3522,771
3250,3655
3836,9425
3252,7448
4077,1405
3837,9430
3035,3288
2844,5630
3532,8268
3005,3566
3029,7468
4246,6511
3838,9435
3966,8273
3839,9440
3721,1491
4247,5635
2845,5640
3840,9445
4050,9450
3534,8278
3431,6496
3680,6914
3928,578
3433,6491
2846,5645
3987,6919
4248,6506
3535,8283
3030,7656
4249,1410
3842,9455
3843,9460
4066,1689
2863,2287
3032,7488
3486,1244
4049,9465
2847,5650
3845,9470
3925,7651
4250,9475
3536,8288
2848,5655
3682,6904
4065,1694
3537,8293
3436,761
3058,7493
3846,9480
3468,936
3552,1358
3033,3278
3847,9485
4252,1823
3266,9490
4048,9495
4255,9500
3849,9505
3034,3283
2855,1699
3041,3324
3437,6386
3059,7661
3060,7666
4257,9510
4256,1394
4258,7616
3851,9515
3988,6909
3913,52
3731,821
3470,1425
3852,9520
3142,2854
4319,408
3439,6381
3061,7621
3900,403
3901,413
3538,8298
3062,7636
3473,961
4259,7641
3965,8303
2849,5600
4260,1704
3442,6396
3118,7646
3853,9525
3854,9530
4047,9535
3540,8308
3064,7631
4261,7478
4262,1562
4014,5605
4263,7606
3856,9540
3040,3319
3413,1249
4040,2617
3857,9545
4264,9550
3684,6874
3151,35
3549,776
2856,1709
3103,6021
4009,6001
4266,6006
3104,6016
4267,5996
3053,3650
3105,5991
3550,781
4268,7473
3441,1303
3065,7483
3859,9555
3860,9560
3066,7498
4269,423
3861,9565
3067,7538
3990,6839
3541,8313
4270,6366
3443,6391
3542,8318
3543,8323
3544,8328
4271,1567
3068,7533
3069,7543
3192,3431
4272,429
4273,7553
3685,6844
3070,7593
3545,8333
3862,9570
4275,9575
3071,7548
3546,8338
3072,7588
3073,7583
4046,9580
3547,8343
3074,7578
3551,786
3902,434
3737,846
3106,5986
4276,6371
3075,7626
2986,526
3076,7731
3107,5981
4001,6376
3191,3423
4277,941
3077,7696
3548,8348
3446,6401
3915,439
3692,6834
3078,7691
3865,9585
3866,9604
3079,7736
3006,3581
4278,3788
3570,791
3867,10247
3964,8353
3432,1298
3080,7701
3916,444
3823,1572
3054,3645
3108,5976
4026,3194
3868,10147
3081,7711
3553,10252
3085,8363
3086,8368
4279,749
2853,2720
3153,744
4045,9924
3869,9914
3571,796
4280,9919
3757,3168
3082,2947
3824,1577
4064,1714
3087,8373
3088,8378
3917,449
3870,9929
4321,532
3568,10257
4282,9934
3555,10267
3557,10272
3871,9939
3089,8383
3447,6416
3090,8388
3091,8393
3872,9944
3132,713
3558,10277
4284,3640
3109,5971
3042,3334
3092,8398
3559,10282
3474,971
4285,1430
3963,8403
3560,10287
3093,8408
3873,9949
4079,1373
3137,5956
3124,678
3055,3635
3475,1440
3733,826
4286,831
3874,9954
3561,10292
3875,9959
3007,3571
3129,703
4287,454
4288,5951
3694,6869
3480,1333
3876,9964
4289,10297
3695,6854
3696,6859
3572,801
2857,1719
4290,8418
4083,1262
2982,3490
3877,9969
3210,459
3211,464
3878,9974
2950,1770
3919,1054
4060,1829
2987,537
4291,8423
2925,474
4044,9979
3193,3436
4293,1724
3131,1729
3448,6411
3879,9984
4297,6934
4295,6939
3699,6924
4296,2209
3314,6035
3825,1582
3573,806
4299,1587
2934,484
2935,489
4300,6045
3890,2682
4301,6406
2936,494
3574,811
3094,8428
2949,499
2981,511
4302,8433
4303,516
3120,633
3145,6050
3575,816
3479,1328
3008,3576
3564,10302
3146,6055
3095,8438
3985,6929
3134,723
3190,3418
3096,8443
3565,10307
3198,3403
3735,836
4008,6060
4305,9989
3736,841
3097,8448
3098,8453
3421,6461
3147,6065
3169,3441
3197,3408
3135,729
3881,9994
3566,10312
4306,877
3271,882
3159,1256
3056,3629
4307,926
3449,6431
3826,1592
4308,887
4309,9999
3567,10317
3883,10004
3099,8458
3884,10009
4041,10322
4043,10152
3100,8463
4310,851
3101,8468
3245,8473
3451,6436
4063,1734
3452,6421
3453,6426
4059,1834
2884,1022
3477,976
3997,6536
2858,1739
3885,10157
3102,8478
4042,10162
3009,3586
3886,10167
3887,10171
2928,1755
3933,3254
3057,3624
